Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Parco S. Chiara",PM2.5,2013-11-10,20,7,µg/mc
"Parco S. Chiara",PM2.5,2013-11-10,21,6,µg/mc
"Parco S. Chiara",PM2.5,2013-11-10,22,4,µg/mc
"Parco S. Chiara",PM2.5,2013-11-10,23,2,µg/mc
"Parco S. Chiara",PM2.5,2013-11-10,24,2,µg/mc
"Parco S. Chiara",PM2.5,2013-11-11,1,1,µg/mc
"Parco S. Chiara",PM2.5,2013-11-11,2,1,µg/mc
"Parco S. Chiara",PM2.5,2013-11-11,3,2,µg/mc
"Parco S. Chiara",PM2.5,2013-11-11,4,1,µg/mc
"Parco S. Chiara",PM2.5,2013-11-11,5,1,µg/mc
"Parco S. Chiara",PM2.5,2013-11-11,6,2,µg/mc
"Parco S. Chiara",PM2.5,2013-11-11,7,2,µg/mc
"Parco S. Chiara",PM2.5,2013-11-11,8,2,µg/mc
"Parco S. Chiara",PM2.5,2013-11-11,9,2,µg/mc
"Parco S. Chiara",PM2.5,2013-11-11,10,2,µg/mc
"Parco S. Chiara",PM2.5,2013-11-11,11,2,µg/mc
"Parco S. Chiara",PM2.5,2013-11-11,12,2,µg/mc
"Parco S. Chiara",PM2.5,2013-11-11,13,2,µg/mc
"Parco S. Chiara",PM2.5,2013-11-11,14,2,µg/mc
"Parco S. Chiara",PM2.5,2013-11-11,15,2,µg/mc
"Parco S. Chiara",PM2.5,2013-11-11,16,2,µg/mc
"Parco S. Chiara",PM2.5,2013-11-11,17,2,µg/mc
"Parco S. Chiara",PM2.5,2013-11-11,18,2,µg/mc
"Parco S. Chiara",PM2.5,2013-11-11,19,2,µg/mc
"Parco S. Chiara",PM2.5,2013-11-11,20,2,µg/mc
"Parco S. Chiara",PM2.5,2013-11-11,21,2,µg/mc
"Parco S. Chiara",PM2.5,2013-11-11,22,3,µg/mc
"Parco S. Chiara",PM2.5,2013-11-11,23,3,µg/mc
"Parco S. Chiara",PM2.5,2013-11-11,24,4,µg/mc
"Parco S. Chiara",PM2.5,2013-11-12,1,5,µg/mc
"Parco S. Chiara",PM2.5,2013-11-12,2,6,µg/mc
"Parco S. Chiara",PM2.5,2013-11-12,3,6,µg/mc
"Parco S. Chiara",PM2.5,2013-11-12,4,6,µg/mc
"Parco S. Chiara",PM2.5,2013-11-12,5,5,µg/mc
"Parco S. Chiara",PM2.5,2013-11-12,6,6,µg/mc
"Parco S. Chiara",PM2.5,2013-11-12,7,7,µg/mc
"Parco S. Chiara",PM2.5,2013-11-12,8,11,µg/mc
"Parco S. Chiara",PM2.5,2013-11-12,9,11,µg/mc
"Parco S. Chiara",PM2.5,2013-11-12,10,9,µg/mc
"Parco S. Chiara",PM2.5,2013-11-12,12,4,µg/mc
"Parco S. Chiara",PM2.5,2013-11-12,13,4,µg/mc
"Parco S. Chiara",PM2.5,2013-11-12,14,5,µg/mc
"Parco S. Chiara",PM2.5,2013-11-12,15,6,µg/mc
"Parco S. Chiara",PM2.5,2013-11-12,16,6,µg/mc
"Parco S. Chiara",PM2.5,2013-11-12,17,12,µg/mc
"Parco S. Chiara",PM2.5,2013-11-12,18,15,µg/mc
"Parco S. Chiara",PM2.5,2013-11-12,19,22,µg/mc
"Parco S. Chiara",PM2.5,2013-11-12,20,29,µg/mc
"Parco S. Chiara",PM2.5,2013-11-12,21,29,µg/mc
"Parco S. Chiara",PM2.5,2013-11-12,22,34,µg/mc
"Parco S. Chiara",PM2.5,2013-11-12,23,30,µg/mc
"Parco S. Chiara",PM2.5,2013-11-12,24,25,µg/mc
"Parco S. Chiara",PM2.5,2013-11-13,1,23,µg/mc
"Parco S. Chiara",PM2.5,2013-11-13,2,21,µg/mc
"Parco S. Chiara",PM2.5,2013-11-13,3,16,µg/mc
"Parco S. Chiara",PM2.5,2013-11-13,4,13,µg/mc
"Parco S. Chiara",PM2.5,2013-11-13,5,12,µg/mc
"Parco S. Chiara",PM2.5,2013-11-13,6,11,µg/mc
"Parco S. Chiara",PM2.5,2013-11-13,7,12,µg/mc
"Parco S. Chiara",PM2.5,2013-11-13,8,12,µg/mc
"Parco S. Chiara",PM2.5,2013-11-13,9,14,µg/mc
"Parco S. Chiara",PM2.5,2013-11-13,10,12,µg/mc
"Parco S. Chiara",PM2.5,2013-11-13,11,8,µg/mc
"Parco S. Chiara",PM2.5,2013-11-13,12,9,µg/mc
"Parco S. Chiara",PM2.5,2013-11-13,13,11,µg/mc
"Parco S. Chiara",PM2.5,2013-11-13,14,10,µg/mc
"Parco S. Chiara",PM2.5,2013-11-13,15,11,µg/mc
"Parco S. Chiara",PM2.5,2013-11-13,16,14,µg/mc
"Parco S. Chiara",PM2.5,2013-11-13,17,14,µg/mc
"Parco S. Chiara",PM2.5,2013-11-13,18,21,µg/mc
"Parco S. Chiara",PM2.5,2013-11-13,19,33,µg/mc
"Parco S. Chiara",PM2.5,2013-11-13,20,36,µg/mc
"Parco S. Chiara",PM2.5,2013-11-13,21,33,µg/mc
"Parco S. Chiara",PM2.5,2013-11-13,22,41,µg/mc
"Parco S. Chiara",PM2.5,2013-11-13,23,32,µg/mc
"Parco S. Chiara",PM2.5,2013-11-13,24,25,µg/mc
"Parco S. Chiara",PM2.5,2013-11-14,1,31,µg/mc
"Parco S. Chiara",PM2.5,2013-11-14,2,28,µg/mc
"Parco S. Chiara",PM2.5,2013-11-14,3,22,µg/mc
"Parco S. Chiara",PM2.5,2013-11-14,4,20,µg/mc
"Parco S. Chiara",PM2.5,2013-11-14,5,20,µg/mc
"Parco S. Chiara",PM2.5,2013-11-14,6,18,µg/mc
"Parco S. Chiara",PM2.5,2013-11-14,7,17,µg/mc
"Parco S. Chiara",PM2.5,2013-11-14,8,14,µg/mc
"Parco S. Chiara",PM2.5,2013-11-14,9,15,µg/mc
"Parco S. Chiara",PM2.5,2013-11-14,10,13,µg/mc
"Parco S. Chiara",PM2.5,2013-11-14,11,11,µg/mc
"Parco S. Chiara",PM2.5,2013-11-14,12,12,µg/mc
"Parco S. Chiara",PM2.5,2013-11-14,13,12,µg/mc
"Parco S. Chiara",PM2.5,2013-11-14,14,13,µg/mc
"Parco S. Chiara",PM2.5,2013-11-14,15,14,µg/mc
"Parco S. Chiara",PM2.5,2013-11-14,16,16,µg/mc
"Parco S. Chiara",PM2.5,2013-11-14,17,18,µg/mc
"Parco S. Chiara",PM2.5,2013-11-14,18,19,µg/mc
"Parco S. Chiara",PM2.5,2013-11-14,19,21,µg/mc
"Parco S. Chiara",PM2.5,2013-11-14,20,22,µg/mc
"Parco S. Chiara",PM2.5,2013-11-14,21,24,µg/mc
"Parco S. Chiara",PM2.5,2013-11-14,22,21,µg/mc
"Parco S. Chiara",PM2.5,2013-11-14,23,11,µg/mc
"Parco S. Chiara",PM2.5,2013-11-14,24,1,µg/mc
"Parco S. Chiara",PM2.5,2013-11-15,7,1,µg/mc
"Parco S. Chiara",PM2.5,2013-11-15,8,1,µg/mc
"Parco S. Chiara",PM2.5,2013-11-15,9,2,µg/mc
"Parco S. Chiara",PM2.5,2013-11-15,10,4,µg/mc
"Parco S. Chiara",PM2.5,2013-11-15,11,3,µg/mc
"Parco S. Chiara",PM2.5,2013-11-15,12,4,µg/mc
"Parco S. Chiara",PM2.5,2013-11-15,13,3,µg/mc
"Parco S. Chiara",PM2.5,2013-11-15,14,5,µg/mc
"Parco S. Chiara",PM2.5,2013-11-15,15,4,µg/mc
"Parco S. Chiara",PM2.5,2013-11-15,16,4,µg/mc
"Parco S. Chiara",PM2.5,2013-11-15,17,5,µg/mc
"Parco S. Chiara",PM2.5,2013-11-15,18,8,µg/mc
"Parco S. Chiara",PM2.5,2013-11-15,19,9,µg/mc
"Parco S. Chiara",PM2.5,2013-11-15,20,11,µg/mc
"Parco S. Chiara",PM2.5,2013-11-15,21,12,µg/mc
"Parco S. Chiara",PM2.5,2013-11-15,22,11,µg/mc
"Parco S. Chiara",PM2.5,2013-11-15,23,10,µg/mc
"Parco S. Chiara",PM2.5,2013-11-15,24,9,µg/mc
"Parco S. Chiara",PM2.5,2013-11-16,1,8,µg/mc
"Parco S. Chiara",PM2.5,2013-11-16,2,7,µg/mc
"Parco S. Chiara",PM2.5,2013-11-16,3,7,µg/mc
"Parco S. Chiara",PM2.5,2013-11-16,4,6,µg/mc
"Parco S. Chiara",PM2.5,2013-11-16,5,7,µg/mc
"Parco S. Chiara",PM2.5,2013-11-16,6,7,µg/mc
"Parco S. Chiara",PM2.5,2013-11-16,7,7,µg/mc
"Parco S. Chiara",PM2.5,2013-11-16,8,8,µg/mc
"Parco S. Chiara",PM2.5,2013-11-16,9,10,µg/mc
"Parco S. Chiara",PM2.5,2013-11-16,10,8,µg/mc
"Parco S. Chiara",PM2.5,2013-11-16,11,6,µg/mc
"Parco S. Chiara",PM2.5,2013-11-16,12,4,µg/mc
"Parco S. Chiara",PM2.5,2013-11-16,13,4,µg/mc
"Parco S. Chiara",PM2.5,2013-11-16,14,3,µg/mc
"Parco S. Chiara",PM2.5,2013-11-16,15,4,µg/mc
"Parco S. Chiara",PM2.5,2013-11-16,16,6,µg/mc
"Parco S. Chiara",PM2.5,2013-11-16,17,12,µg/mc
"Parco S. Chiara",PM2.5,2013-11-16,18,18,µg/mc
"Parco S. Chiara",PM2.5,2013-11-16,19,21,µg/mc
"Parco S. Chiara",PM2.5,2013-11-16,20,30,µg/mc
"Parco S. Chiara",PM2.5,2013-11-16,21,27,µg/mc
"Parco S. Chiara",PM2.5,2013-11-16,22,23,µg/mc
"Parco S. Chiara",PM2.5,2013-11-16,23,19,µg/mc
"Parco S. Chiara",PM2.5,2013-11-16,24,14,µg/mc
"Parco S. Chiara",PM2.5,2013-11-17,1,13,µg/mc
"Parco S. Chiara",PM2.5,2013-11-17,2,12,µg/mc
"Parco S. Chiara",PM2.5,2013-11-17,3,12,µg/mc
"Parco S. Chiara",PM2.5,2013-11-17,4,11,µg/mc
"Parco S. Chiara",PM2.5,2013-11-17,5,10,µg/mc
"Parco S. Chiara",PM2.5,2013-11-17,6,10,µg/mc
"Parco S. Chiara",PM2.5,2013-11-17,7,9,µg/mc
"Parco S. Chiara",PM2.5,2013-11-17,8,7,µg/mc
"Parco S. Chiara",PM2.5,2013-11-17,9,7,µg/mc
"Parco S. Chiara",PM2.5,2013-11-17,10,8,µg/mc
"Parco S. Chiara",PM2.5,2013-11-17,11,7,µg/mc
"Parco S. Chiara",PM2.5,2013-11-17,12,6,µg/mc
"Parco S. Chiara",PM2.5,2013-11-17,13,6,µg/mc
"Parco S. Chiara",PM2.5,2013-11-17,14,5,µg/mc
"Parco S. Chiara",PM2.5,2013-11-17,15,6,µg/mc
"Parco S. Chiara",PM2.5,2013-11-17,16,6,µg/mc
"Parco S. Chiara",PM2.5,2013-11-17,17,6,µg/mc
"Parco S. Chiara",PM2.5,2013-11-17,18,8,µg/mc
"Parco S. Chiara",PM2.5,2013-11-17,19,10,µg/mc
"Parco S. Chiara",PM2.5,2013-11-17,20,11,µg/mc
"Parco S. Chiara",PM2.5,2013-11-17,21,12,µg/mc
"Parco S. Chiara",PM2.5,2013-11-17,22,11,µg/mc
"Parco S. Chiara",PM2.5,2013-11-17,23,11,µg/mc
"Parco S. Chiara",PM2.5,2013-11-17,24,13,µg/mc
"Parco S. Chiara",PM2.5,2013-11-18,1,12,µg/mc
"Parco S. Chiara",PM2.5,2013-11-18,2,11,µg/mc
"Parco S. Chiara",PM2.5,2013-11-18,3,10,µg/mc
"Parco S. Chiara",PM2.5,2013-11-18,4,10,µg/mc
"Parco S. Chiara",PM2.5,2013-11-18,5,9,µg/mc
"Parco S. Chiara",PM2.5,2013-11-18,6,10,µg/mc
"Parco S. Chiara",PM2.5,2013-11-18,7,10,µg/mc
"Parco S. Chiara",PM2.5,2013-11-18,8,10,µg/mc
"Parco S. Chiara",PM2.5,2013-11-18,9,11,µg/mc
"Parco S. Chiara",PM2.5,2013-11-18,10,9,µg/mc
"Parco S. Chiara",PM2.5,2013-11-18,11,9,µg/mc
"Parco S. Chiara",PM2.5,2013-11-18,12,10,µg/mc
"Parco S. Chiara",PM2.5,2013-11-18,13,9,µg/mc
"Parco S. Chiara",PM2.5,2013-11-18,14,9,µg/mc
"Parco S. Chiara",PM2.5,2013-11-18,15,9,µg/mc
"Parco S. Chiara",PM2.5,2013-11-18,16,11,µg/mc
"Parco S. Chiara",PM2.5,2013-11-18,17,12,µg/mc
"Parco S. Chiara",PM2.5,2013-11-18,18,13,µg/mc
"Parco S. Chiara",PM2.5,2013-11-18,19,14,µg/mc
"Parco S. Chiara",PM2.5,2013-11-18,20,16,µg/mc
"Parco S. Chiara",PM2.5,2013-11-18,21,16,µg/mc
"Parco S. Chiara",PM2.5,2013-11-18,22,14,µg/mc
"Parco S. Chiara",PM2.5,2013-11-18,23,14,µg/mc
"Parco S. Chiara",PM2.5,2013-11-18,24,13,µg/mc
"Parco S. Chiara",PM2.5,2013-11-19,1,12,µg/mc
"Parco S. Chiara",PM2.5,2013-11-19,2,12,µg/mc
"Parco S. Chiara",PM2.5,2013-11-19,3,11,µg/mc
"Parco S. Chiara",PM2.5,2013-11-19,4,12,µg/mc
"Parco S. Chiara",PM2.5,2013-11-19,5,12,µg/mc
"Parco S. Chiara",PM2.5,2013-11-19,6,12,µg/mc
"Parco S. Chiara",PM2.5,2013-11-19,7,14,µg/mc
"Parco S. Chiara",PM2.5,2013-11-19,8,16,µg/mc
"Parco S. Chiara",PM2.5,2013-11-19,9,15,µg/mc
"Parco S. Chiara",PM2.5,2013-11-19,10,15,µg/mc
"Parco S. Chiara",PM2.5,2013-11-19,11,15,µg/mc
"Parco S. Chiara",PM2.5,2013-11-19,12,17,µg/mc
"Parco S. Chiara",PM2.5,2013-11-19,13,15,µg/mc
"Parco S. Chiara",PM2.5,2013-11-19,14,18,µg/mc
"Parco S. Chiara",PM2.5,2013-11-19,15,18,µg/mc
"Parco S. Chiara",PM2.5,2013-11-19,16,18,µg/mc
"Parco S. Chiara",PM2.5,2013-11-19,17,18,µg/mc
"Parco S. Chiara",PM2.5,2013-11-19,18,17,µg/mc
"Parco S. Chiara",PM2.5,2013-11-19,19,18,µg/mc
"Parco S. Chiara",PM2.5,2013-11-19,20,19,µg/mc
"Parco S. Chiara",PM2.5,2013-11-19,21,20,µg/mc
"Parco S. Chiara",PM2.5,2013-11-19,22,19,µg/mc
"Parco S. Chiara",PM2.5,2013-11-19,23,18,µg/mc
"Parco S. Chiara",PM2.5,2013-11-19,24,19,µg/mc
"Parco S. Chiara",PM2.5,2013-11-20,1,17,µg/mc
"Parco S. Chiara",PM2.5,2013-11-20,2,16,µg/mc
"Parco S. Chiara",PM2.5,2013-11-20,3,15,µg/mc
"Parco S. Chiara",PM2.5,2013-11-20,4,13,µg/mc
"Parco S. Chiara",PM2.5,2013-11-20,5,13,µg/mc
"Parco S. Chiara",PM2.5,2013-11-20,6,11,µg/mc
"Parco S. Chiara",PM2.5,2013-11-20,7,11,µg/mc
"Parco S. Chiara",PM2.5,2013-11-20,8,13,µg/mc
"Parco S. Chiara",PM2.5,2013-11-20,9,14,µg/mc
"Parco S. Chiara",PM2.5,2013-11-20,10,12,µg/mc
"Parco S. Chiara",PM2.5,2013-11-20,11,7,µg/mc
"Parco S. Chiara",PM2.5,2013-11-20,12,6,µg/mc
"Parco S. Chiara",PM2.5,2013-11-20,13,4,µg/mc
"Parco S. Chiara",PM2.5,2013-11-20,14,4,µg/mc
"Parco S. Chiara",PM2.5,2013-11-20,15,4,µg/mc
"Parco S. Chiara",PM2.5,2013-11-20,16,5,µg/mc
"Parco S. Chiara",PM2.5,2013-11-20,17,6,µg/mc
"Parco S. Chiara",PM2.5,2013-11-20,18,12,µg/mc
"Parco S. Chiara",PM2.5,2013-11-20,19,12,µg/mc
"Parco S. Chiara",PM2.5,2013-11-20,20,7,µg/mc
"Parco S. Chiara",PM2.5,2013-11-20,21,6,µg/mc
"Parco S. Chiara",PM2.5,2013-11-20,22,6,µg/mc
"Parco S. Chiara",PM2.5,2013-11-20,23,6,µg/mc
"Parco S. Chiara",PM2.5,2013-11-20,24,3,µg/mc
"Parco S. Chiara",PM2.5,2013-11-21,1,3,µg/mc
"Parco S. Chiara",PM2.5,2013-11-21,2,2,µg/mc
"Parco S. Chiara",PM2.5,2013-11-21,3,2,µg/mc
"Parco S. Chiara",PM2.5,2013-11-21,4,1,µg/mc
"Parco S. Chiara",PM2.5,2013-11-21,5,1,µg/mc
"Parco S. Chiara",PM2.5,2013-11-21,6,2,µg/mc
"Parco S. Chiara",PM2.5,2013-11-21,7,2,µg/mc
"Parco S. Chiara",PM2.5,2013-11-21,8,5,µg/mc
"Parco S. Chiara",PM2.5,2013-11-21,9,5,µg/mc
"Parco S. Chiara",PM2.5,2013-11-21,10,7,µg/mc
"Parco S. Chiara",PM2.5,2013-11-21,11,6,µg/mc
"Parco S. Chiara",PM2.5,2013-11-21,12,3,µg/mc
"Parco S. Chiara",PM2.5,2013-11-21,16,5,µg/mc
"Parco S. Chiara",PM2.5,2013-11-21,17,10,µg/mc
"Parco S. Chiara",PM2.5,2013-11-21,18,10,µg/mc
"Parco S. Chiara",PM2.5,2013-11-21,19,10,µg/mc
"Parco S. Chiara",PM2.5,2013-11-21,20,10,µg/mc
"Parco S. Chiara",PM2.5,2013-11-21,21,10,µg/mc
"Parco S. Chiara",PM2.5,2013-11-21,22,7,µg/mc
"Parco S. Chiara",PM2.5,2013-11-21,23,3,µg/mc
"Parco S. Chiara",PM2.5,2013-11-21,24,3,µg/mc
"Parco S. Chiara",PM2.5,2013-11-22,1,2,µg/mc
"Parco S. Chiara",PM2.5,2013-11-22,2,1,µg/mc
"Parco S. Chiara",PM2.5,2013-11-22,3,3,µg/mc
"Parco S. Chiara",PM2.5,2013-11-22,4,6,µg/mc
"Parco S. Chiara",PM2.5,2013-11-22,5,7,µg/mc
"Parco S. Chiara",PM2.5,2013-11-22,6,7,µg/mc
"Parco S. Chiara",PM2.5,2013-11-22,7,7,µg/mc
"Parco S. Chiara",PM2.5,2013-11-22,8,8,µg/mc
"Parco S. Chiara",PM2.5,2013-11-22,9,10,µg/mc
"Parco S. Chiara",PM2.5,2013-11-22,10,12,µg/mc
"Parco S. Chiara",PM2.5,2013-11-22,11,14,µg/mc
"Parco S. Chiara",PM2.5,2013-11-22,12,12,µg/mc
"Parco S. Chiara",PM2.5,2013-11-22,13,10,µg/mc
"Parco S. Chiara",PM2.5,2013-11-22,14,5,µg/mc
"Parco S. Chiara",PM2.5,2013-11-22,15,3,µg/mc
"Parco S. Chiara",PM2.5,2013-11-22,16,4,µg/mc
"Parco S. Chiara",PM2.5,2013-11-22,17,11,µg/mc
"Parco S. Chiara",PM2.5,2013-11-22,18,19,µg/mc
"Parco S. Chiara",PM2.5,2013-11-22,19,17,µg/mc
"Parco S. Chiara",PM2.5,2013-11-22,20,17,µg/mc
"Parco S. Chiara",PM2.5,2013-11-22,21,16,µg/mc
"Parco S. Chiara",PM2.5,2013-11-22,22,13,µg/mc
"Parco S. Chiara",PM2.5,2013-11-22,23,6,µg/mc
"Parco S. Chiara",PM2.5,2013-11-22,24,4,µg/mc
"Parco S. Chiara",PM2.5,2013-11-23,1,7,µg/mc
"Parco S. Chiara",PM2.5,2013-11-23,2,6,µg/mc
"Parco S. Chiara",PM2.5,2013-11-23,3,4,µg/mc
"Parco S. Chiara",PM2.5,2013-11-23,4,3,µg/mc
"Parco S. Chiara",PM2.5,2013-11-23,5,2,µg/mc
"Parco S. Chiara",PM2.5,2013-11-23,6,3,µg/mc
"Parco S. Chiara",PM2.5,2013-11-23,7,4,µg/mc
"Parco S. Chiara",PM2.5,2013-11-23,8,3,µg/mc
"Parco S. Chiara",PM2.5,2013-11-23,9,6,µg/mc
"Parco S. Chiara",PM2.5,2013-11-23,10,4,µg/mc
"Parco S. Chiara",PM2.5,2013-11-23,11,6,µg/mc
"Parco S. Chiara",PM2.5,2013-11-23,12,6,µg/mc
"Parco S. Chiara",PM2.5,2013-11-23,13,7,µg/mc
"Parco S. Chiara",PM2.5,2013-11-23,14,7,µg/mc
"Parco S. Chiara",PM2.5,2013-11-23,15,7,µg/mc
"Parco S. Chiara",PM2.5,2013-11-23,16,7,µg/mc
"Parco S. Chiara",PM2.5,2013-11-23,17,8,µg/mc
"Parco S. Chiara",PM2.5,2013-11-23,18,11,µg/mc
"Parco S. Chiara",PM2.5,2013-11-23,19,14,µg/mc
"Parco S. Chiara",PM2.5,2013-11-23,20,13,µg/mc
"Parco S. Chiara",PM2.5,2013-11-23,21,14,µg/mc
"Parco S. Chiara",PM2.5,2013-11-23,22,13,µg/mc
"Parco S. Chiara",PM2.5,2013-11-23,23,12,µg/mc
"Parco S. Chiara",PM2.5,2013-11-23,24,11,µg/mc
"Parco S. Chiara",PM2.5,2013-11-24,6,20,µg/mc
"Parco S. Chiara",PM2.5,2013-11-24,9,20,µg/mc
"Parco S. Chiara",PM2.5,2013-11-24,10,20,µg/mc
"Parco S. Chiara",PM2.5,2013-11-24,11,21,µg/mc
"Parco S. Chiara",PM2.5,2013-11-24,12,23,µg/mc
"Parco S. Chiara",PM2.5,2013-11-24,13,21,µg/mc
"Parco S. Chiara",PM2.5,2013-11-24,14,22,µg/mc
"Parco S. Chiara",PM2.5,2013-11-24,15,20,µg/mc
"Parco S. Chiara",PM2.5,2013-11-24,16,15,µg/mc
"Parco S. Chiara",PM2.5,2013-11-24,17,9,µg/mc
"Parco S. Chiara",PM2.5,2013-11-24,18,9,µg/mc
"Parco S. Chiara",PM2.5,2013-11-24,19,10,µg/mc
"Parco S. Chiara",PM2.5,2013-11-24,20,7,µg/mc
"Parco S. Chiara",PM2.5,2013-11-24,21,8,µg/mc
"Parco S. Chiara",PM2.5,2013-11-24,22,3,µg/mc
"Parco S. Chiara",PM2.5,2013-11-24,23,1,µg/mc
"Parco S. Chiara",PM2.5,2013-11-24,24,0,µg/mc
"Parco S. Chiara",PM2.5,2013-11-25,1,0,µg/mc
"Parco S. Chiara",PM2.5,2013-11-25,2,0,µg/mc
"Parco S. Chiara",PM2.5,2013-11-25,5,0,µg/mc
"Parco S. Chiara",PM2.5,2013-11-25,6,0,µg/mc
"Parco S. Chiara",PM2.5,2013-11-25,7,1,µg/mc
"Parco S. Chiara",PM2.5,2013-11-25,8,3,µg/mc
"Parco S. Chiara",PM2.5,2013-11-25,9,3,µg/mc
"Parco S. Chiara",PM2.5,2013-11-25,10,1,µg/mc
"Parco S. Chiara",PM2.5,2013-11-25,11,0,µg/mc
"Parco S. Chiara",PM2.5,2013-11-25,12,0,µg/mc
"Parco S. Chiara",PM2.5,2013-11-25,13,1,µg/mc
"Parco S. Chiara",PM2.5,2013-11-25,14,1,µg/mc
"Parco S. Chiara",PM2.5,2013-11-25,15,1,µg/mc
"Parco S. Chiara",PM2.5,2013-11-25,16,0,µg/mc
"Parco S. Chiara",PM2.5,2013-11-25,17,1,µg/mc
"Parco S. Chiara",PM2.5,2013-11-25,18,1,µg/mc
"Parco S. Chiara",PM2.5,2013-11-25,19,4,µg/mc
"Parco S. Chiara",PM2.5,2013-11-25,20,4,µg/mc
"Parco S. Chiara",PM2.5,2013-11-25,21,2,µg/mc
"Parco S. Chiara",PM2.5,2013-11-25,22,1,µg/mc
"Parco S. Chiara",PM2.5,2013-11-25,23,0,µg/mc
"Parco S. Chiara",PM2.5,2013-11-25,24,0,µg/mc
"Parco S. Chiara",PM2.5,2013-11-26,1,0,µg/mc
"Parco S. Chiara",PM2.5,2013-11-26,2,0,µg/mc
"Parco S. Chiara",PM2.5,2013-11-26,3,0,µg/mc
"Parco S. Chiara",PM2.5,2013-11-26,4,0,µg/mc
"Parco S. Chiara",PM2.5,2013-11-26,5,0,µg/mc
"Parco S. Chiara",PM2.5,2013-11-26,6,0,µg/mc
"Parco S. Chiara",PM2.5,2013-11-26,7,0,µg/mc
"Parco S. Chiara",PM2.5,2013-11-26,8,1,µg/mc
"Parco S. Chiara",PM2.5,2013-11-26,9,1,µg/mc
"Parco S. Chiara",PM2.5,2013-11-26,10,2,µg/mc
"Parco S. Chiara",PM2.5,2013-11-26,11,1,µg/mc
"Parco S. Chiara",PM2.5,2013-11-26,12,1,µg/mc
"Parco S. Chiara",PM2.5,2013-11-26,13,1,µg/mc
"Parco S. Chiara",PM2.5,2013-11-26,14,1,µg/mc
"Parco S. Chiara",PM2.5,2013-11-26,15,2,µg/mc
"Parco S. Chiara",PM2.5,2013-11-26,16,1,µg/mc
"Parco S. Chiara",PM2.5,2013-11-26,17,1,µg/mc
"Parco S. Chiara",PM2.5,2013-11-26,18,2,µg/mc
"Parco S. Chiara",PM2.5,2013-11-26,19,2,µg/mc
"Parco S. Chiara",PM2.5,2013-11-26,20,2,µg/mc
"Parco S. Chiara",PM2.5,2013-11-26,21,2,µg/mc
"Parco S. Chiara",PM2.5,2013-11-26,22,1,µg/mc
"Parco S. Chiara",PM2.5,2013-11-26,23,1,µg/mc
"Parco S. Chiara",PM2.5,2013-11-26,24,1,µg/mc
"Parco S. Chiara",PM2.5,2013-11-27,1,1,µg/mc
"Parco S. Chiara",PM2.5,2013-11-27,2,1,µg/mc
"Parco S. Chiara",PM2.5,2013-11-27,3,1,µg/mc
"Parco S. Chiara",PM2.5,2013-11-27,4,1,µg/mc
"Parco S. Chiara",PM2.5,2013-11-27,5,1,µg/mc
"Parco S. Chiara",PM2.5,2013-11-27,6,1,µg/mc
"Parco S. Chiara",PM2.5,2013-11-27,7,2,µg/mc
"Parco S. Chiara",PM2.5,2013-11-27,8,3,µg/mc
"Parco S. Chiara",PM2.5,2013-11-27,9,3,µg/mc
"Parco S. Chiara",PM2.5,2013-11-27,10,4,µg/mc
"Parco S. Chiara",PM2.5,2013-11-27,11,4,µg/mc
"Parco S. Chiara",PM2.5,2013-11-27,12,3,µg/mc
"Parco S. Chiara",PM2.5,2013-11-27,13,3,µg/mc
"Parco S. Chiara",PM2.5,2013-11-27,14,3,µg/mc
"Parco S. Chiara",PM2.5,2013-11-27,15,4,µg/mc
"Parco S. Chiara",PM2.5,2013-11-27,16,6,µg/mc
"Parco S. Chiara",PM2.5,2013-11-27,17,8,µg/mc
"Parco S. Chiara",PM2.5,2013-11-27,18,17,µg/mc
"Parco S. Chiara",PM2.5,2013-11-27,19,24,µg/mc
"Parco S. Chiara",PM2.5,2013-11-27,20,29,µg/mc
"Parco S. Chiara",PM2.5,2013-11-27,21,35,µg/mc
"Parco S. Chiara",PM2.5,2013-11-27,22,29,µg/mc
"Parco S. Chiara",PM2.5,2013-11-27,23,25,µg/mc
"Parco S. Chiara",PM2.5,2013-11-27,24,22,µg/mc
"Parco S. Chiara",PM2.5,2013-11-28,1,24,µg/mc
"Parco S. Chiara",PM2.5,2013-11-28,2,25,µg/mc
"Parco S. Chiara",PM2.5,2013-11-28,3,23,µg/mc
"Parco S. Chiara",PM2.5,2013-11-28,4,25,µg/mc
"Parco S. Chiara",PM2.5,2013-11-28,5,22,µg/mc
"Parco S. Chiara",PM2.5,2013-11-28,6,22,µg/mc
"Parco S. Chiara",PM2.5,2013-11-28,7,21,µg/mc
"Parco S. Chiara",PM2.5,2013-11-28,8,20,µg/mc
"Parco S. Chiara",PM2.5,2013-11-28,9,19,µg/mc
"Parco S. Chiara",PM2.5,2013-11-28,10,19,µg/mc
"Parco S. Chiara",PM2.5,2013-11-28,11,15,µg/mc
"Parco S. Chiara",PM2.5,2013-11-28,12,12,µg/mc
"Parco S. Chiara",PM2.5,2013-11-28,13,9,µg/mc
"Parco S. Chiara",PM2.5,2013-11-28,14,9,µg/mc
"Parco S. Chiara",PM2.5,2013-11-28,15,10,µg/mc
"Parco S. Chiara",PM2.5,2013-11-28,16,13,µg/mc
